Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,18-Apr-18,3166.6,3166,3193.45,3145.85,3162.7,3159.1,3166.57,1216533,3852231611,57846,674167,55.42
TCS,EQ,19-Apr-18,3159.1,3179.9,3217.2,3165.75,3191.15,3191.15,3190.56,2410476,7690774761,108523,1295094,53.73
TCS,EQ,20-Apr-18,3191.15,3250,3422.35,3240,3414,3402.45,3351.07,9232831,30939850872,287034,2973300,32.2
TCS,EQ,23-Apr-18,3402.45,3424,3557.9,3389.55,3395.9,3408.65,3478.05,7592955,26408656912,296796,2307114,30.38
TCS,EQ,24-Apr-18,3408.65,3410,3443.15,3342.5,3380,3385.65,3385.7,4157168,14074937538,191406,1852622,44.56
TCS,EQ,25-Apr-18,3385.65,3385,3483,3365.05,3466,3470.25,3445.24,4098287,14119584532,186272,1646688,40.18
TCS,EQ,26-Apr-18,3470.25,3467,3560,3467,3523.95,3539.25,3528.84,6067517,21411274499,155107,3148760,51.9
TCS,EQ,27-Apr-18,3539.25,3525,3544,3420,3458,3451.95,3475.49,2250665,7822168278,143297,1128370,50.13
TCS,EQ,30-Apr-18,3451.95,3451.95,3549,3437.6,3529,3532.1,3523.56,1729279,6093220317,109746,740868,42.84
TCS,EQ,02-May-18,3532.1,3530.5,3532.2,3471.3,3500,3499.75,3496.99,1579023,5521825658,142452,1035607,65.59
TCS,EQ,03-May-18,3499.75,3509.8,3526,3470.4,3481.75,3481.85,3501.58,1880775,6585681501,132523,1146691,60.97
TCS,EQ,04-May-18,3481.85,3492,3497,3470,3479,3480.75,3485.14,1173622,4090241756,60186,697005,59.39
TCS,EQ,07-May-18,3480.75,3490,3490,3410.9,3428,3420.95,3438.41,1742213,5990435303,95521,1155927,66.35
TCS,EQ,08-May-18,3420.95,3434.7,3486.5,3396.7,3440.2,3441.2,3447.8,1496410,5159322100,75803,710340,47.47
TCS,EQ,09-May-18,3441.2,3440.2,3494.75,3440.2,3488.5,3489.3,3480.95,1307525,4551423048,74986,754487,57.7
TCS,EQ,10-May-18,3489.3,3502.95,3511.15,3440.2,3446.3,3451.25,3478.59,1929339,6711381186,78782,1044165,54.12
TCS,EQ,11-May-18,3451.25,3454.2,3485,3442.5,3461,3456.95,3461.07,1313938,4547636850,44332,734225,55.88
TCS,EQ,14-May-18,3456.95,3457,3471,3410.8,3440,3433.55,3427.81,1216947,4171459981,67155,738191,60.66
TCS,EQ,15-May-18,3433.55,3450,3495.8,3433.7,3487,3482.4,3477.97,976445,3396047379,72769,426098,43.64
TCS,EQ,16-May-18,3482.4,3479.95,3509,3475.25,3497,3493.9,3494.21,824225,2880012135,62359,462112,56.07
TCS,EQ,17-May-18,3493.9,3512.95,3533.15,3476,3480.8,3491.8,3509.69,1484024,5208463595,147144,968752,65.28
TCS,EQ,18-May-18,3491.8,3480.8,3517.7,3458,3495,3502.05,3487.86,937498,3269860707,71488,518150,55.27
TCS,EQ,21-May-18,3502.05,3528.7,3592,3518.05,3551.8,3556.75,3567.15,1723089,6146517740,113610,883903,51.3
TCS,EQ,22-May-18,3556.75,3558,3574.95,3493.7,3514.4,3508.9,3520.43,928708,3269452704,71360,523307,56.35
TCS,EQ,23-May-18,3508.9,3525,3545,3481,3498.95,3495.1,3513.84,753649,2648198400,65699,407054,54.01
TCS,EQ,24-May-18,3495.1,3510,3615,3502.35,3610.75,3603.7,3579.69,1481158,5302086674,78667,655097,44.23
TCS,EQ,25-May-18,3603.7,3625,3674.8,3572.55,3589.9,3585.8,3633.11,1884886,6848001305,142355,954659,50.65
TCS,EQ,28-May-18,3585.8,3616.5,3616.5,3486,3499.35,3502.05,3516.38,1858399,6534828350,142950,1041835,56.06
TCS,EQ,29-May-18,3502.05,3529.9,3544,3488,3519.95,3523.5,3517.42,1762656,6200008340,101072,834822,47.36
TCS,EQ,30-May-18,3523.5,3509.05,3533,3482.5,3507.5,3514.1,3508.9,1889553,6630243747,125085,1124217,59.5
TCS,EQ,31-May-18,3514.1,1734,1759.05,1726.1,1748.85,1741.05,1742.44,5049371,8798250474,207998,3447026,68.27
TCS,EQ,01-Jun-18,1741.05,1754,1757.5,1716.3,1732,1732.45,1742.29,1603856,2794386298,74272,924751,57.66
TCS,EQ,04-Jun-18,1732.45,1745,1749,1712.6,1742,1744.25,1730.25,1681483,2909393690,96686,928452,55.22
TCS,EQ,05-Jun-18,1744.25,1744,1751.9,1711.15,1723,1721.6,1728.88,2449568,4235000688,133067,1492228,60.92
TCS,EQ,06-Jun-18,1721.6,1723,1734.9,1715.2,1725,1725.75,1725.85,2236512,3859874684,73770,1573892,70.37
TCS,EQ,07-Jun-18,1725.75,1725,1749,1723.8,1734.05,1735.55,1738,2414762,4196845765,105531,1639426,67.89
TCS,EQ,08-Jun-18,1735.55,1735,1757.3,1735,1742.95,1747.1,1748.59,2582138,4515097489,90908,1640936,63.55
TCS,EQ,11-Jun-18,1747.1,1747.1,1763,1743,1750.9,1749.7,1752.55,2179378,3819463189,104681,1659838,76.16
TCS,EQ,12-Jun-18,1749.7,1757,1785,1753,1781.05,1781,1773.52,4608875,8173948345,108707,3580858,77.69
